_id,Series Name,Series Code,Country Name,Country Code,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014
91,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Hungary,HUN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
92,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Iceland,ISL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
93,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,India,IND,45.0628891,46.54481888,48.02629852,50.9,50.9784317,52.44367599,53.89809799,55.33898926,56.76364517,60.1,59.56223679,55.8,62.3,63.68630219,64.4,66.4319458,67.9,69.21004486,70.61524963,75,76.3,67.6,79.9,77.73751831,79.16925812
94,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Indonesia,IDN,60.34327316,48.9,64.02869415,55.43,62.8,66.86,72.39,80.3,80.94,83.73,86.3,86.26,87.6,87.94,89.01,87.12741852,90.62,91.1,92.73,93.55,94.15,94.83,96,96.46425831,97.01
95,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Iran,IRN,96.15238953,96.35027313,96.5477066,96.74243927,96.93175507,97.11295319,97.2833252,97.44017792,97.58078766,97.70355988,97.9,97.90787506,97.99721527,98.08321381,98.16976166,98.26076508,98.4,98.47077942,98.59194183,98.72184753,98.85875702,99.00091553,99.1465683,99.29397583,99.44168091
96,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Iraq,IRQ,95.33419037,95.53903961,95.74343872,95.94512939,96.14141083,96.32957458,96.50691223,96.67072296,96.81829834,96.94802856,97.06272888,97.16627502,97.26258087,97.35554504,97.44905853,97.54701996,97.65333557,98.1,97.899086,98.03595734,98.17983246,98,98.48157501,98.63594055,98.79060364
97,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Ireland,IRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
98,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Isle of Man,IMY,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
99,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
101,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Jamaica,JAM,70.334586,76.28334045,77.25132751,78.21660614,79.1764679,80.1282196,85.706045,81.99654388,82.90769958,84.554112,84.67930603,87.708112,86.681291,87.26287842,88.11997986,88.98152924,89.8514328,90.73264313,92,92.52481079,93.43226624,91.1,95.26118469,96.17914581,97.09738922
102,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
103,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Jordan,JOR,96.8,97.47757721,97.65201569,97.82375336,97.99007416,98.14016724,98.28553772,98.9,98.53448486,98.63587952,98.72331238,98.79981232,99.5,98.93502045,99.17343682,99.07223511,99.15040588,98.8,99.33492279,99.4,99.55314636,99.67037201,99.5,99.8976593,100
104,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Kazakhstan,KAZ,97.65453339,97.81790161,97.9808197,98.13696289,98.28973389,99.9,98.5682373,98.68875122,98.79412842,97,98.95990753,99.02487946,99.08262634,99.13703156,99.19197083,99.25119019,99.31782532,99.39377594,99.47929382,100,99.67443848,99.77879333,99.87578583,99.94984436,100
105,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Kenya,KEN,5.607751846,6.650734901,7.693267345,10.9,9.767507553,10.79380512,11.80927944,12.81122398,14.5,14.76480484,15.71763325,16.65931892,17.59375954,16,19.45650291,20.39260292,21.33705521,22.29281235,23.25907135,23,19.2,26.20334053,27.19409752,28.18660355,36
106,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Kiribati,KIR,95.1548996,93.25421906,91.35308075,89.44924164,87.53998566,85.622612,83.69441986,81.75270081,79.79473877,77.81893921,75.82810211,73.82611847,71.81689453,69.80432129,67.79229736,69.67640546,63.78551483,61.79760361,59.82019424,46.4,63.16773671,53.93346024,51.98054886,50.02938843,48.07851791
107,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,North Korea,PRK,4.369770527,5.597392559,6.824563026,8.049028397,9.268081665,10.47901726,11.67913055,12.86571407,14.03606319,15.18857193,16.32603836,17.45236397,18.57144356,19.68717766,20.80346489,21.92420197,23.05329132,24.19368935,25.34458542,26,27.67087746,28.84277153,30.0181675,31.1953125,32.37274933
108,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Korea,KOR,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
109,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Kosovo,KSV,87.09340668,87.75115204,88.40843964,89.0630188,89.71218872,90.35324097,90.9834671,91.60017395,92.20063782,92.78326416,93.35084534,93.9072876,94.45648193,95.00233459,95.54873657,96.09959412,96.65879822,97.22931671,97.81032562,98.40214539,99,99.4553299,99.78694153,99.94671631,100
110,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Kuwait,KWT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
111,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Kyrgyz Republic,KGZ,99.35575104,99.43019104,99.50417328,99.57545471,99.64131927,99.69907379,99.7460022,99.8,99.79656219,99.79589081,99.78016663,99.75331116,100,99.68175507,99.64485168,99.61240387,99.58831024,99.57552338,99.57323456,99.57969666,99,99.61186218,99.8,99.65803528,99.8
112,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Lao PDR,LAO,17.68912125,20.26659393,22.84361458,31,27.98683167,25,33.09757996,35.63401413,38.15421295,40.65657425,43.14389038,45.62006378,46.3,48,53.02071381,57.2,57.97024536,60.46049118,66,65.47073364,67.98722839,70,73.03421783,75.56121063,78.08850098
113,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Latvia,LVA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
114,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Lebanon,LBN,97.19386292,97.41874695,97.64317322,97.86489868,98.07511902,98.28128815,98.47664642,98.65868378,98.82557678,98.97695923,99.11437988,99.24086761,99.36013031,99.47605133,99.9,99.71138,99.82588959,99.9,99.9,99.99469757,99.99954987,100,100,100,100
115,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Lesotho,LSO,0,0,0,0,0,0,0,0,0.016507551,0.087504998,0.408730984,1.241471887,2.471420527,4.513011932,6.8,8.601753235,9.7,12.72295475,14.79970932,17,18.97771645,21.07546806,23.17672157,25.27972221,27.8
116,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016847257,0.074524812,0.293555796,0.796854138,3,2.582756519,1.9,4.752286434,4.1,6.942814827,9.8,9.140634537
117,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Libya,LBY,100,99.99752808,99.99284363,99.98412323,99.96951294,99.94670868,99.91309357,99.86615753,99.80407715,99.72649384,99.8,99.53245544,99.42275238,99.30970001,99.19718933,99.08895111,98.98812866,98.8966217,98.81468964,98.74132538,98.67494202,98.61381531,98.55625153,98.50071716,98.44602966
118,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
119,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Lithuania,LTU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
120,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Luxembourg,LUX,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
121,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,"Macao SAR, China",MAC,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
122,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,"Macedonia, FYR",MKD,89.8403244,90.47187805,91.10298157,91.73137665,92.35436249,92.96923065,93.57328033,94.16379547,94.73807526,95.29451752,95.83591461,96.36617279,96.88918304,97.40885162,97.92906952,98.45845795,99,99.43867493,99.77095032,99.94021606,99.99267578,100,100,100,100
123,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Madagascar,MDG,10.55247784,10.87441254,9.2,11.51467609,11.82804298,12.1332922,12.42771816,10.9,12.97327805,13.22010136,13.45188141,14.8,13.8859129,14.09595966,20.3,14.52161312,14.7450161,14.97972679,15.22493649,17.4,15.73985481,14.3,16.27577209,12.9,16.81898117
124,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Malawi,MWI,1.897121549,2.28260088,3.2,3.049951553,3.426862478,3.795655966,4.153626442,4.498067856,4.826274395,5.136641026,4.8,5.716147423,5.993084431,6.2,6.9,6.819417,7.106363773,7.40461874,7.713372707,8.03087616,8.7,7.6,7.4,9,11.9
125,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Malaysia,MYS,93.4461441,93.8021698,94.15775299,94.51063538,94.85810089,95.1974411,95.52597046,95.84096527,96.13972473,96.42064667,96.68652344,96.94126129,97.18875122,97.43289948,97.67759705,97.92674255,98.19210815,98.46072388,98.73890686,99.3,99.31588745,99.58900452,99.8,99.93569183,100
126,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Maldives,MDV,72.69717407,73.98854065,75.27945709,76.56767273,77.8504715,79.12514496,80.38900757,81.63933563,82.87342834,84.08968353,83.8,86.48096466,87.66378784,88.84326935,90.02330017,91.20777893,92.40061951,93.60475922,94.81939697,99.9,97.2731781,98.38389587,99.25427246,99.7624588,100
127,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Mali,MLI,0,0.285910308,0.842802107,1.648080349,2.930054665,4.203911781,6.2,6.716450214,7.949719906,9.165149689,10.3655386,10.8,12.73678398,13.91543865,15.09464645,16.27830696,16.6,18.67363548,19.88745308,21.11001968,22.33958626,23.57440186,25.6,26.05278397,27.29314041
128,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
129,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Marshall Islands,MHL,51.97214127,53.61829376,55.26399231,56.90698242,58.54456329,60.1740303,61.79266739,63.39778137,64.98665619,68.52423588,68.11369324,69.65853882,71.19615173,72.73040771,74.26522827,75.80448914,77.35211182,72.3,80.48046112,82.0586319,83.64380646,89.91960679,86.82814789,88.4238205,90.01979065
130,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Martinique,MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Mauritania,MRT,2.176764727,3.717288971,5.257362366,6.79472971,8.326685905,9.850523949,11.3635397,12.86302567,14.34627724,15.81168842,17.26205826,22.2,20.13326645,21.561903,22.99109268,18.2,25.86672592,27.3200264,30,30.25637436,31.73592186,33.22071838,34.70901489,36.19906235,38.8
132,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Mauritius,MUS,98.63817596,98.7210083,98.8033905,98.88306427,98.95732117,99.02346802,99.07878876,99.12058258,99.14614105,99.153862,99,99.12807465,99.4,99.07330322,99.0447998,99.02074432,99.00504303,99.0006485,99.00675964,99.02161407,99.04346466,99.4,99.1011734,99.13352966,99.16617584
133,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Mayotte,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Mexico,MEX,94.0351944,94.36196899,93.145981,95.01191711,95.238294,95.64022064,96.093624,96.22522736,96.092755,96.74639893,98.007132,97.20850372,97.897085,97.64163208,98.597701,98.932728,99.11416,98.55243683,98.914037,99.05887604,99.236696,99.57331848,99.111637,99.92144775,99.172928
135,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,"Micronesia, Fed. Sts.",FSM,27.71459198,29.60790634,31.50076866,33.39092255,35.2756691,37.15229797,39.01810074,40.87037659,42.70641708,44.52461624,46,48.11978912,49.90456009,51.68598557,53.46796417,55.25439453,57.04917526,58.85526276,60.67185211,62.49718857,64.53152025,66.16711426,68.0082016,69.85103607,71.69416046
136,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Moldova,MDA,96.11981964,96.37554169,96.63080597,96.88336182,97.13050842,97.36953735,97.5977478,97.81242371,97.99821472,98.18043518,98.34869385,98.50601196,99,98.8028717,99.1,98.6,99.26071167,99.42900848,99.60401917,99.77014923,99.89844513,99.96985626,99.99507904,99.99973297,100
137,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
138,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Mongolia,MNG,63.81956482,64.78656769,65.75312042,66.71696472,67.67539978,68.62571716,69.56521606,70.49118042,71.40090942,72.2928009,67.3,74.03535461,74.89381409,76.3,76.604599,86.2,78.33319092,79.21296692,80.1032486,81.00227356,81.90830231,82.81958008,83.73435211,81.2,85.56769562
139,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Montenegro,MNE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
140,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Montserrat,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Morocco,MAR,46.87924957,48.88241959,49.2,52.88515091,54.87975311,56.5,58.84189987,60.80403137,62.74992752,64.67798615,66.59100342,68.49287415,70.38750458,72.27878571,78.2,76.06690216,77.97154236,79.88748932,81.81393433,83.74913025,85.69132233,87.63876343,89.58970642,91.54239655,91.6
142,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Mozambique,MOZ,0,0.020124746,0.097807646,0.368050635,0.65798378,1.741786361,2.814765692,6.6,4.917431831,5.942807674,6.953141212,5.7,8.944278717,8.1,10.92203236,11.91563797,12.91759396,13.93085766,14.95462132,15,17.02664566,20.2,19.11966896,20.16967964,21.21998405
143,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Myanmar,MMR,41.32281113,41.81108856,42.29891586,42.78403473,43.26374435,43.7353363,44.19610596,44.64334488,45.07434845,45.4875145,45.88563538,46.27261353,47,47.02873993,47.40568161,47.78707504,48.17682266,48.57787323,48.98942566,49.40972519,48.8,50.26957703,50.70562744,51.1434288,52
144,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Namibia,NAM,25.19654465,26.27267647,26.4,28.42133331,29.48889732,30.54834557,31.5969696,32.63206482,33.65092468,34.65194321,36.5,36.61275482,37.58034515,38.54459,39.50938797,40.4786377,41.45623779,43.7,43.44455338,44.45271301,45.4678688,46.48827362,47.51218033,47.4,49.56378174
145,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Nepal,NPL,0,0.054094099,0.382749945,1.492630959,2.832022429,6.933862209,17.9,15.10236549,19.16361809,23.20703125,27.23540115,24.6,35.26261139,39.26924896,37.2,47.28808212,51.2,55.33937836,59.38117599,63.43172836,67.48927307,76.3,75.61837006,79.68642426,84.9
146,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
147,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Netherlands Antilles,ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,New Caledonia,NCL,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
149,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
150,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Nicaragua,NIC,66.92156219,67.54168701,68.16135406,72.064174,69.38986969,69.99330139,70.58591461,71.16499329,69.047103,72.27285004,72.80281067,72.22158,73.83321381,74.34144592,74.85022736,73.821815,75.88505554,76.41794586,76.96134186,77.916313,78.07263184,78.63702393,79.20491791,79.77455902,81.853073
151,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Niger,NER,2.94697094,3.48124671,4.4,4.546190262,5.071897507,6.2,7,6.589492321,6.7,7.525658131,7.969779491,8.402757645,8.828491211,9.250879288,9.673820496,7.1,9.3,10.98400784,11.44155788,11.90785789,12.38115788,14.3,14.4,13.82555389,14.3096447
152,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Nigeria,NGA,27.3,32.59526825,33.74772263,34.89747238,36.04180908,37.17802811,38.30342102,39.41529083,40.51092148,44.9,42.65146255,43.70307159,44.74743271,52.2,46.8300209,47.87604141,48.93041611,49.99609756,50.3,52.15720367,48,55.9,55.44699097,55.6,57.65213776
153,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Northern Mariana Islands,MNP,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
154,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
155,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100
156,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Pakistan,PAK,58.74058533,59.6,62.09465027,63.76875305,65.43744659,67.09801483,68.74776459,70.38398743,70.46,73.60611725,75.19322205,77.7,78.33789825,79.90326691,81.4691925,83.85,84.61829376,89.2,87.80886078,90.73,91.03442383,91.37,94.28098297,93.6,97.53484344
157,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,Palau,PLW,97.49210358,97.61381531,97.73506927,97.85362244,97.96675873,98.07177734,98.16597748,98.2466507,98.31108093,98.35768127,98.38922882,98.40963745,98.42280579,98.43262482,98.44300079,98.91650733,98.48099518,98.51548004,98.56046295,98.61419678,98.67492676,98.74090576,97.63042631,98.88161469,99.8103
